image,predicted_identity,match_score,label
Bruce_Weber_0002_resized.jpg,Bruce_Weber,0.6183,0
Bruce_Weber_0002_sunny.jpg,061_frontal,0.6211,0
Buddy_Ryan_0001_blurred.jpg,Buddy_Ryan,0.9303,1
Buddy_Ryan_0001_foggy.jpg,Enrique_Bolanos,0.6114,0
Buddy_Ryan_0001_lowlight.jpg,017_frontal,0.7796,0
Buddy_Ryan_0001_noisy.jpg,Buddy_Ryan,0.6576,1
Buddy_Ryan_0001_rainy.jpg,Candice_Bergen,0.4951,0
Buddy_Ryan_0001_resized.jpg,Buddy_Ryan,0.9926,1
Buddy_Ryan_0001_sunny.jpg,Barbara_Boxer,0.7813,0
Candice_Bergen_0001_blurred.jpg,049_frontal,0.6506,0
Candice_Bergen_0001_foggy.jpg,049_frontal,0.7108,0
Candice_Bergen_0001_lowlight.jpg,049_frontal,0.6919,0
Candice_Bergen_0001_noisy.jpg,049_frontal,0.6538,0
Candice_Bergen_0001_rainy.jpg,Candice_Bergen,0.8528,1
Candice_Bergen_0001_resized.jpg,Candice_Bergen,0.9793,1
Candice_Bergen_0001_sunny.jpg,070_frontal,0.7991,0
Candice_Bergen_0002_blurred.jpg,Paris_Hilton,0.5473,0
Candice_Bergen_0002_foggy.jpg,Millicent_Martin,0.6205,0
Candice_Bergen_0002_lowlight.jpg,108_frontal,0.8011,0
Candice_Bergen_0002_noisy.jpg,Candice_Bergen,0.4873,0
Candice_Bergen_0002_rainy.jpg,Candice_Bergen,0.7724,1
Candice_Bergen_0002_resized.jpg,Paris_Hilton,0.5707,0
Candice_Bergen_0002_sunny.jpg,108_frontal,0.676,0
Candice_Bergen_0003_blurred.jpg,Carolyn_Dawn_Johnson,0.5904,0
Candice_Bergen_0003_foggy.jpg,Lili_Marinho,0.5275,0
Candice_Bergen_0003_lowlight.jpg,Enrique_Bolanos,0.4818,0
Candice_Bergen_0003_noisy.jpg,Millicent_Martin,0.544,0
Candice_Bergen_0003_rainy.jpg,Eva_Herzigova,0.4341,0
Candice_Bergen_0003_resized.jpg,Carolyn_Dawn_Johnson,0.5059,0
Candice_Bergen_0003_sunny.jpg,049_frontal,0.6718,0
Carl_Levin_0001_blurred.jpg,Carl_Levin,0.8875,1
Carl_Levin_0001_foggy.jpg,098_frontal,0.7072,0
Carl_Levin_0001_lowlight.jpg,083_frontal,0.7532,0
Carl_Levin_0001_noisy.jpg,083_frontal,0.6436,0
Carl_Levin_0001_rainy.jpg,Carl_Levin,0.6092,0
Carl_Levin_0001_resized.jpg,Carl_Levin,0.9919,1
Carl_Levin_0001_sunny.jpg,049_frontal,0.6064,0
Caroline_Kennedy_0001_blurred.jpg,Caroline_Kennedy,0.8928,1
Caroline_Kennedy_0001_foggy.jpg,Caroline_Kennedy,0.7973,1
Caroline_Kennedy_0001_lowlight.jpg,Caroline_Kennedy,0.6522,1
Caroline_Kennedy_0001_noisy.jpg,Caroline_Kennedy,0.7934,1
Caroline_Kennedy_0001_rainy.jpg,Caroline_Kennedy,0.482,0
Caroline_Kennedy_0001_resized.jpg,Caroline_Kennedy,0.994,1
Caroline_Kennedy_0001_sunny.jpg,049_frontal,0.6805,0
Caroline_Kennedy_0002_blurred.jpg,Caroline_Kennedy,0.7208,1
Caroline_Kennedy_0002_foggy.jpg,Caroline_Kennedy,0.6167,0
Caroline_Kennedy_0002_lowlight.jpg,049_frontal,0.716,0
Caroline_Kennedy_0002_noisy.jpg,Caroline_Kennedy,0.5409,0
Caroline_Kennedy_0002_rainy.jpg,Candice_Bergen,0.5202,0
Caroline_Kennedy_0002_resized.jpg,Caroline_Kennedy,0.7613,1
Caroline_Kennedy_0002_sunny.jpg,108_frontal,0.7582,0
Caroline_Kennedy_0003_blurred.jpg,Caroline_Kennedy,0.7286,1
Caroline_Kennedy_0003_foggy.jpg,Caroline_Kennedy,0.7699,1
Caroline_Kennedy_0003_lowlight.jpg,Caroline_Kennedy,0.7394,1
Caroline_Kennedy_0003_noisy.jpg,Caroline_Kennedy,0.6763,1
Caroline_Kennedy_0003_rainy.jpg,Caroline_Kennedy,0.6383,0
Caroline_Kennedy_0003_resized.jpg,Caroline_Kennedy,0.8379,1
Caroline_Kennedy_0003_sunny.jpg,049_frontal,0.5229,0
Carolyn_Dawn_Johnson_0001_blurred.jpg,Carolyn_Dawn_Johnson,0.8233,1
Carolyn_Dawn_Johnson_0001_foggy.jpg,Carolyn_Dawn_Johnson,0.7556,1
Carolyn_Dawn_Johnson_0001_lowlight.jpg,049_frontal,0.7959,0
Carolyn_Dawn_Johnson_0001_noisy.jpg,Candice_Bergen,0.4974,0
Carolyn_Dawn_Johnson_0001_rainy.jpg,Candice_Bergen,0.6186,0
Carolyn_Dawn_Johnson_0001_resized.jpg,Carolyn_Dawn_Johnson,0.9929,1
Carolyn_Dawn_Johnson_0001_sunny.jpg,049_frontal,0.6596,0
Carolyn_Dawn_Johnson_0002_blurred.jpg,Carolyn_Dawn_Johnson,0.7308,1
Carolyn_Dawn_Johnson_0002_foggy.jpg,Carolyn_Dawn_Johnson,0.7297,1
Carolyn_Dawn_Johnson_0002_lowlight.jpg,Carolyn_Dawn_Johnson,0.5971,0
Carolyn_Dawn_Johnson_0002_noisy.jpg,Carolyn_Dawn_Johnson,0.6777,1
Carolyn_Dawn_Johnson_0002_rainy.jpg,Carolyn_Dawn_Johnson,0.5663,0
Carolyn_Dawn_Johnson_0002_resized.jpg,Carolyn_Dawn_Johnson,0.8335,1
Carolyn_Dawn_Johnson_0002_sunny.jpg,061_frontal,0.6078,0
Carolyn_Dawn_Johnson_0003_blurred.jpg,Carolyn_Dawn_Johnson,0.6173,0
Carolyn_Dawn_Johnson_0003_foggy.jpg,Melana_Scantlin,0.5669,0
Carolyn_Dawn_Johnson_0003_lowlight.jpg,Eva_Herzigova,0.4112,0
Carolyn_Dawn_Johnson_0003_noisy.jpg,Mitzi_Gaynor,0.4131,0
Carolyn_Dawn_Johnson_0003_rainy.jpg,Carolyn_Dawn_Johnson,0.5115,0
Carolyn_Dawn_Johnson_0003_resized.jpg,Carolyn_Dawn_Johnson,0.649,0
Carolyn_Dawn_Johnson_0003_sunny.jpg,017_frontal,0.7034,0
Cate_Blanchett_0001_blurred.jpg,Cate_Blanchett,0.703,1
Cate_Blanchett_0001_foggy.jpg,Cate_Blanchett,0.8087,1
Cate_Blanchett_0001_lowlight.jpg,Cate_Blanchett,0.4874,0
Cate_Blanchett_0001_noisy.jpg,Cate_Blanchett,0.7185,1
Cate_Blanchett_0001_rainy.jpg,Cate_Blanchett,0.651,1
Cate_Blanchett_0001_resized.jpg,Cate_Blanchett,0.988,1
Cate_Blanchett_0001_sunny.jpg,049_frontal,0.7083,0
Cate_Blanchett_0002_blurred.jpg,Paris_Hilton,0.4146,0
Cate_Blanchett_0002_foggy.jpg,061_frontal,0.459,0
Cate_Blanchett_0002_lowlight.jpg,017_frontal,0.7897,0
Cate_Blanchett_0002_noisy.jpg,Elizabeth_Taylor,0.5334,0
Cate_Blanchett_0002_rainy.jpg,Candice_Bergen,0.7411,0
Cate_Blanchett_0002_resized.jpg,Paris_Hilton,0.539,0
Cate_Blanchett_0002_sunny.jpg,046_frontal,0.5273,0
Cate_Blanchett_0003_blurred.jpg,Cate_Blanchett,0.5711,0
Cate_Blanchett_0003_foggy.jpg,Cate_Blanchett,0.6211,0
Cate_Blanchett_0003_lowlight.jpg,061_frontal,0.4933,0
Cate_Blanchett_0003_noisy.jpg,061_frontal,0.456,0
Cate_Blanchett_0003_rainy.jpg,Cate_Blanchett,0.447,0
Cate_Blanchett_0003_resized.jpg,Cate_Blanchett,0.6761,1
Cate_Blanchett_0003_sunny.jpg,061_frontal,0.6851,0
Cate_Blanchett_0004_blurred.jpg,Daryl_Hannah,0.315,0
Cate_Blanchett_0004_foggy.jpg,Gabi_Zimmer,0.3584,0
Cate_Blanchett_0004_lowlight.jpg,083_frontal,0.8285,0
Cate_Blanchett_0004_noisy.jpg,050_frontal,0.4934,0
Cate_Blanchett_0004_rainy.jpg,Candice_Bergen,0.7461,0
Cate_Blanchett_0004_resized.jpg,Cate_Blanchett,0.3781,0
Cate_Blanchett_0004_sunny.jpg,070_frontal,0.6865,0
Charles_Cope_0001_blurred.jpg,Charles_Cope,0.9082,1
Charles_Cope_0001_foggy.jpg,Charles_Cope,0.7565,1
Charles_Cope_0001_lowlight.jpg,050_frontal,0.8546,0
Charles_Cope_0001_noisy.jpg,023_frontal,0.7588,0
Charles_Cope_0001_rainy.jpg,049_frontal,0.5916,0
Charles_Cope_0001_resized.jpg,Charles_Cope,0.9951,1
Charles_Cope_0001_sunny.jpg,061_frontal,0.5424,0
Charlotte_Church_0001_blurred.jpg,Charlotte_Church,0.8467,1
Charlotte_Church_0001_foggy.jpg,Charlotte_Church,0.875,1
Charlotte_Church_0001_lowlight.jpg,Charlotte_Church,0.7916,1
Charlotte_Church_0001_noisy.jpg,Charlotte_Church,0.8913,1
Charlotte_Church_0001_rainy.jpg,Charlotte_Church,0.8105,1
Charlotte_Church_0001_resized.jpg,Charlotte_Church,0.9939,1
Charlotte_Church_0001_sunny.jpg,017_frontal,0.7487,0
Christian_Von_Wernich_0001_blurred.jpg,Christian_Von_Wernich,0.8811,1
Christian_Von_Wernich_0001_foggy.jpg,Christian_Von_Wernich,0.8345,1
Christian_Von_Wernich_0001_lowlight.jpg,112_frontal,0.7666,0
Christian_Von_Wernich_0001_noisy.jpg,Christian_Von_Wernich,0.6437,0
Christian_Von_Wernich_0001_rainy.jpg,Christian_Von_Wernich,0.6191,0
Christian_Von_Wernich_0001_resized.jpg,Christian_Von_Wernich,0.9892,1
Christian_Von_Wernich_0001_sunny.jpg,061_frontal,0.6042,0
Christine_Gregoire_0001_blurred.jpg,Christine_Gregoire,0.878,1
Christine_Gregoire_0001_foggy.jpg,Christine_Gregoire,0.856,1
Christine_Gregoire_0001_lowlight.jpg,Candice_Bergen,0.6075,0
Christine_Gregoire_0001_noisy.jpg,Christine_Gregoire,0.6101,0
Christine_Gregoire_0001_rainy.jpg,Christine_Gregoire,0.5805,0
Christine_Gregoire_0001_resized.jpg,Christine_Gregoire,0.9906,1
Christine_Gregoire_0001_sunny.jpg,108_frontal,0.8107,0
Christine_Gregoire_0002_blurred.jpg,Christine_Gregoire,0.7652,1
Christine_Gregoire_0002_foggy.jpg,Christine_Gregoire,0.5778,0
Christine_Gregoire_0002_lowlight.jpg,050_frontal,0.575,0
Christine_Gregoire_0002_noisy.jpg,Christine_Gregoire,0.4727,0
Christine_Gregoire_0002_rainy.jpg,Candice_Bergen,0.6721,0
Christine_Gregoire_0002_resized.jpg,Christine_Gregoire,0.7862,1
Christine_Gregoire_0002_sunny.jpg,070_frontal,0.7543,0
Christine_Gregoire_0003_blurred.jpg,Christine_Gregoire,0.5956,0
Christine_Gregoire_0003_foggy.jpg,Viara_Vike-Freiberga,0.5104,0
Christine_Gregoire_0003_lowlight.jpg,083_frontal,0.6876,0
Christine_Gregoire_0003_noisy.jpg,Christine_Gregoire,0.4943,0
Christine_Gregoire_0003_rainy.jpg,Viara_Vike-Freiberga,0.5226,0
Christine_Gregoire_0003_resized.jpg,Christine_Gregoire,0.7239,1
Christine_Gregoire_0003_sunny.jpg,033_frontal,0.6622,0
Christine_Gregoire_0004_blurred.jpg,Christine_Gregoire,0.6171,0
Christine_Gregoire_0004_foggy.jpg,Viara_Vike-Freiberga,0.5729,0
Christine_Gregoire_0004_lowlight.jpg,108_frontal,0.7032,0
Christine_Gregoire_0004_noisy.jpg,Nora_Bendijo,0.4416,0
Christine_Gregoire_0004_rainy.jpg,Candice_Bergen,0.7426,0
Christine_Gregoire_0004_resized.jpg,Christine_Gregoire,0.7219,1
Christine_Gregoire_0004_sunny.jpg,018_frontal,0.7561,0
Chris_Columbus_0001_blurred.jpg,Chris_Columbus,0.8536,1
Chris_Columbus_0001_foggy.jpg,Chris_Columbus,0.8061,1
Chris_Columbus_0001_lowlight.jpg,Chris_Columbus,0.7417,1
Chris_Columbus_0001_noisy.jpg,Chris_Columbus,0.7188,1
Chris_Columbus_0001_rainy.jpg,Chris_Columbus,0.5221,0
Chris_Columbus_0001_resized.jpg,Chris_Columbus,0.9874,1
Chris_Columbus_0001_sunny.jpg,108_frontal,0.753,0
Chris_Dodd_0001_blurred.jpg,Chris_Dodd,0.9379,1
Chris_Dodd_0001_foggy.jpg,Chris_Dodd,0.7058,1
Chris_Dodd_0001_lowlight.jpg,Chris_Dodd,0.7233,1
Chris_Dodd_0001_noisy.jpg,Chris_Dodd,0.837,1
Chris_Dodd_0001_rainy.jpg,Chris_Dodd,0.783,1
Chris_Dodd_0001_resized.jpg,Chris_Dodd,0.997,1
Chris_Dodd_0001_sunny.jpg,061_frontal,0.6842,0
Claudia_Coslovich_0001_blurred.jpg,Claudia_Coslovich,0.8911,1
Claudia_Coslovich_0001_foggy.jpg,Laurie_Hobbs,0.5886,0
Claudia_Coslovich_0001_lowlight.jpg,017_frontal,0.7342,0
Claudia_Coslovich_0001_noisy.jpg,049_frontal,0.642,0
Claudia_Coslovich_0001_rainy.jpg,Candice_Bergen,0.7579,0
Claudia_Coslovich_0001_resized.jpg,Claudia_Coslovich,0.9952,1
Claudia_Coslovich_0001_sunny.jpg,061_frontal,0.7033,0
Clive_Woodward_0001_blurred.jpg,Clive_Woodward,0.905,1
Clive_Woodward_0001_foggy.jpg,Clive_Woodward,0.8884,1
Clive_Woodward_0001_lowlight.jpg,Clive_Woodward,0.6487,0
Clive_Woodward_0001_noisy.jpg,Clive_Woodward,0.7795,1
Clive_Woodward_0001_rainy.jpg,Clive_Woodward,0.6769,1
Clive_Woodward_0001_resized.jpg,Clive_Woodward,0.9956,1
Clive_Woodward_0001_sunny.jpg,070_frontal,0.6621,0
Cole_Chapman_0001_blurred.jpg,Cole_Chapman,0.8799,1
Cole_Chapman_0001_foggy.jpg,098_frontal,0.671,0
Cole_Chapman_0001_lowlight.jpg,070_frontal,0.7986,0
Cole_Chapman_0001_noisy.jpg,070_frontal,0.7365,0
Cole_Chapman_0001_rainy.jpg,Candice_Bergen,0.5481,0
Cole_Chapman_0001_resized.jpg,Cole_Chapman,0.9933,1
Cole_Chapman_0001_sunny.jpg,061_frontal,0.6877,0
Colleen_Ryan_0001_blurred.jpg,Colleen_Ryan,0.9037,1
Colleen_Ryan_0001_foggy.jpg,Colleen_Ryan,0.8713,1
Colleen_Ryan_0001_lowlight.jpg,049_frontal,0.6062,0
Colleen_Ryan_0001_noisy.jpg,Colleen_Ryan,0.6644,1
Colleen_Ryan_0001_rainy.jpg,Candice_Bergen,0.6272,0
Colleen_Ryan_0001_resized.jpg,Colleen_Ryan,0.9956,1
Colleen_Ryan_0001_sunny.jpg,049_frontal,0.5242,0
Craig_David_0001_blurred.jpg,Craig_David,0.7598,1
Craig_David_0001_foggy.jpg,Craig_David,0.7872,1
Craig_David_0001_lowlight.jpg,Craig_David,0.5032,0
Craig_David_0001_noisy.jpg,Craig_David,0.6621,1
Craig_David_0001_rainy.jpg,Craig_David,0.5613,0
Craig_David_0001_resized.jpg,Craig_David,0.9923,1
Craig_David_0001_sunny.jpg,018_frontal,0.7286,0
Daja_Bedanova_0001_blurred.jpg,Daja_Bedanova,0.8722,1
Daja_Bedanova_0001_foggy.jpg,Daja_Bedanova,0.8145,1
Daja_Bedanova_0001_lowlight.jpg,Daja_Bedanova,0.5124,0
Daja_Bedanova_0001_noisy.jpg,Daja_Bedanova,0.7968,1
Daja_Bedanova_0001_rainy.jpg,Candice_Bergen,0.4977,0
Daja_Bedanova_0001_resized.jpg,Daja_Bedanova,0.9973,1
Daja_Bedanova_0001_sunny.jpg,033_frontal,0.6348,0
Daniel_Darnell_0001_blurred.jpg,Daniel_Darnell,0.8525,1
Daniel_Darnell_0001_foggy.jpg,Daniel_Darnell,0.7719,1
Daniel_Darnell_0001_lowlight.jpg,070_frontal,0.5441,0
Daniel_Darnell_0001_noisy.jpg,Daniel_Darnell,0.6869,1
Daniel_Darnell_0001_rainy.jpg,Daniel_Darnell,0.516,0
Daniel_Darnell_0001_resized.jpg,Daniel_Darnell,0.9918,1
Daniel_Darnell_0001_sunny.jpg,108_frontal,0.7951,0
Danny_Ainge_0001_blurred.jpg,Danny_Ainge,0.9106,1
Danny_Ainge_0001_foggy.jpg,Danny_Ainge,0.7317,1
Danny_Ainge_0001_lowlight.jpg,078_frontal,0.6418,0
Danny_Ainge_0001_noisy.jpg,Danny_Ainge,0.476,0
Danny_Ainge_0001_rainy.jpg,Danny_Ainge,0.6134,0
Danny_Ainge_0001_resized.jpg,Danny_Ainge,0.9922,1
Danny_Ainge_0001_sunny.jpg,033_frontal,0.6158,0
Dany_Heatley_0001_blurred.jpg,Dany_Heatley,0.9639,1
Dany_Heatley_0001_foggy.jpg,Dany_Heatley,0.767,1
Dany_Heatley_0001_lowlight.jpg,Dany_Heatley,0.8339,1
Dany_Heatley_0001_noisy.jpg,Dany_Heatley,0.8453,1
Dany_Heatley_0001_rainy.jpg,Dany_Heatley,0.5125,0
Dany_Heatley_0001_resized.jpg,Dany_Heatley,0.9975,1
Dany_Heatley_0001_sunny.jpg,108_frontal,0.6526,0
Daryl_Hannah_0001_blurred.jpg,Daryl_Hannah,0.8795,1
Daryl_Hannah_0001_foggy.jpg,Daryl_Hannah,0.6348,0
Daryl_Hannah_0001_lowlight.jpg,108_frontal,0.7306,0
Daryl_Hannah_0001_noisy.jpg,Candice_Bergen,0.8195,0
Daryl_Hannah_0001_rainy.jpg,Candice_Bergen,0.7937,0
Daryl_Hannah_0001_resized.jpg,Daryl_Hannah,0.9898,1
Daryl_Hannah_0001_sunny.jpg,061_frontal,0.747,0
Daryl_Hannah_0002_blurred.jpg,Daryl_Hannah,0.6198,0
Daryl_Hannah_0002_foggy.jpg,Daryl_Hannah,0.589,0
Daryl_Hannah_0002_lowlight.jpg,049_frontal,0.8251,0
Daryl_Hannah_0002_noisy.jpg,Candice_Bergen,0.744,0
Daryl_Hannah_0002_rainy.jpg,Candice_Bergen,0.7831,0
Daryl_Hannah_0002_resized.jpg,Daryl_Hannah,0.6513,1
Daryl_Hannah_0002_sunny.jpg,049_frontal,0.6335,0
Daryl_Smith_0001_blurred.jpg,Daryl_Smith,0.9154,1
Daryl_Smith_0001_foggy.jpg,Daryl_Smith,0.7144,1
Daryl_Smith_0001_lowlight.jpg,017_frontal,0.8101,0
Daryl_Smith_0001_noisy.jpg,084_frontal,0.7517,0
Daryl_Smith_0001_rainy.jpg,Candice_Bergen,0.6643,0
Daryl_Smith_0001_resized.jpg,Daryl_Smith,0.9965,1
Daryl_Smith_0001_sunny.jpg,049_frontal,0.7119,0
David_Hannay_0001_blurred.jpg,David_Hannay,0.7579,1
David_Hannay_0001_foggy.jpg,108_frontal,0.7661,0
David_Hannay_0001_lowlight.jpg,017_frontal,0.8012,0
David_Hannay_0001_noisy.jpg,049_frontal,0.6214,0
David_Hannay_0001_rainy.jpg,Candice_Bergen,0.7984,0
David_Hannay_0001_resized.jpg,David_Hannay,0.9966,1
David_Hannay_0001_sunny.jpg,018_frontal,0.6323,0
David_McCallum_0001_blurred.jpg,David_McCallum,0.9341,1
David_McCallum_0001_foggy.jpg,David_McCallum,0.8447,1
David_McCallum_0001_lowlight.jpg,049_frontal,0.7045,0
David_McCallum_0001_noisy.jpg,David_McCallum,0.7071,1
David_McCallum_0001_rainy.jpg,Candice_Bergen,0.6205,0
David_McCallum_0001_resized.jpg,David_McCallum,0.9956,1
David_McCallum_0001_sunny.jpg,108_frontal,0.6871,0
David_Tornberg_0001_blurred.jpg,David_Tornberg,0.9238,1
David_Tornberg_0001_foggy.jpg,David_Tornberg,0.8445,1
David_Tornberg_0001_lowlight.jpg,David_Tornberg,0.6817,1
David_Tornberg_0001_noisy.jpg,David_Tornberg,0.8626,1
David_Tornberg_0001_rainy.jpg,David_Tornberg,0.7395,1
David_Tornberg_0001_resized.jpg,David_Tornberg,0.9962,1
David_Tornberg_0001_sunny.jpg,033_frontal,0.7425,0
Dean_Jacek_0001_blurred.jpg,Dean_Jacek,0.8669,1
Dean_Jacek_0001_foggy.jpg,Barbara_Boxer,0.5507,0
Dean_Jacek_0001_lowlight.jpg,070_frontal,0.8207,0
Dean_Jacek_0001_noisy.jpg,Dean_Jacek,0.6233,0
Dean_Jacek_0001_rainy.jpg,Michele_Placido,0.5039,0
Dean_Jacek_0001_resized.jpg,Dean_Jacek,0.9958,1
Dean_Jacek_0001_sunny.jpg,083_frontal,0.7828,0
Deece_Eckstein_0001_blurred.jpg,Deece_Eckstein,0.9145,1
Deece_Eckstein_0001_foggy.jpg,Deece_Eckstein,0.7356,1
Deece_Eckstein_0001_lowlight.jpg,Deece_Eckstein,0.5732,0
Deece_Eckstein_0001_noisy.jpg,Deece_Eckstein,0.8267,1
Deece_Eckstein_0001_rainy.jpg,Deece_Eckstein,0.5519,0
Deece_Eckstein_0001_resized.jpg,Deece_Eckstein,0.9969,1
Deece_Eckstein_0001_sunny.jpg,061_frontal,0.5808,0
Dennis_Powell_0001_blurred.jpg,Dennis_Powell,0.9164,1
Dennis_Powell_0001_foggy.jpg,Dennis_Powell,0.5849,0
Dennis_Powell_0001_lowlight.jpg,070_frontal,0.8,0
Dennis_Powell_0001_noisy.jpg,049_frontal,0.5401,0
Dennis_Powell_0001_rainy.jpg,Candice_Bergen,0.7969,0
Dennis_Powell_0001_resized.jpg,Dennis_Powell,0.9967,1
Dennis_Powell_0001_sunny.jpg,049_frontal,0.5339,0
Dennis_Powell_0002_blurred.jpg,041_frontal,0.5808,0
Dennis_Powell_0002_foggy.jpg,070_frontal,0.6421,0
Dennis_Powell_0002_lowlight.jpg,070_frontal,0.8149,0
Dennis_Powell_0002_noisy.jpg,083_frontal,0.4414,0
Dennis_Powell_0002_rainy.jpg,Candice_Bergen,0.6499,0
Dennis_Powell_0002_resized.jpg,Dennis_Powell,0.6732,1
Dennis_Powell_0002_sunny.jpg,108_frontal,0.771,0
Dick_Posthumus_0001_blurred.jpg,Dick_Posthumus,0.8805,1
Dick_Posthumus_0001_foggy.jpg,Dick_Posthumus,0.5681,0
Dick_Posthumus_0001_lowlight.jpg,049_frontal,0.736,0
Dick_Posthumus_0001_noisy.jpg,Dick_Posthumus,0.7433,1
Dick_Posthumus_0001_rainy.jpg,Dick_Posthumus,0.7347,1
Dick_Posthumus_0001_resized.jpg,Dick_Posthumus,0.9933,1
Dick_Posthumus_0001_sunny.jpg,108_frontal,0.6876,0
Donald_Trump_0001_blurred.jpg,Donald_Trump,0.9351,1
Donald_Trump_0001_foggy.jpg,Donald_Trump,0.8498,1
Donald_Trump_0001_lowlight.jpg,Donald_Trump,0.8801,1
Donald_Trump_0001_noisy.jpg,Donald_Trump,0.8319,1
Donald_Trump_0001_rainy.jpg,Donald_Trump,0.7635,1
Donald_Trump_0001_resized.jpg,Donald_Trump,0.9984,1
Donald_Trump_0001_sunny.jpg,108_frontal,0.6932,0
Douglas_Gansler_0001_blurred.jpg,Douglas_Gansler,0.8539,1
Douglas_Gansler_0001_foggy.jpg,Douglas_Gansler,0.8305,1
Douglas_Gansler_0001_lowlight.jpg,Douglas_Gansler,0.7931,1
Douglas_Gansler_0001_noisy.jpg,Douglas_Gansler,0.8625,1
Douglas_Gansler_0001_rainy.jpg,Douglas_Gansler,0.7758,1
Douglas_Gansler_0001_resized.jpg,Douglas_Gansler,0.994,1
Douglas_Gansler_0001_sunny.jpg,024_frontal,0.7137,0
Duane_Lee_Chapman_0001_blurred.jpg,Candice_Bergen,0.7251,0
Duane_Lee_Chapman_0001_foggy.jpg,Candice_Bergen,0.6595,0
Duane_Lee_Chapman_0001_lowlight.jpg,083_frontal,0.6567,0
Duane_Lee_Chapman_0001_noisy.jpg,Duane_Lee_Chapman,0.5735,0
Duane_Lee_Chapman_0001_rainy.jpg,Candice_Bergen,0.7433,0
Duane_Lee_Chapman_0001_resized.jpg,Duane_Lee_Chapman,0.9918,1
Duane_Lee_Chapman_0001_sunny.jpg,108_frontal,0.6007,0
Duane_Lee_Chapman_0002_blurred.jpg,Duane_Lee_Chapman,0.7651,1
Duane_Lee_Chapman_0002_foggy.jpg,Duane_Lee_Chapman,0.7695,1
Duane_Lee_Chapman_0002_lowlight.jpg,Candice_Bergen,0.5639,0
Duane_Lee_Chapman_0002_noisy.jpg,Duane_Lee_Chapman,0.7336,1
Duane_Lee_Chapman_0002_rainy.jpg,Duane_Lee_Chapman,0.7699,1
Duane_Lee_Chapman_0002_resized.jpg,Duane_Lee_Chapman,0.7535,1
Duane_Lee_Chapman_0002_sunny.jpg,061_frontal,0.64,0
Edina_Batar_0001_blurred.jpg,Edina_Batar,0.838,1
Edina_Batar_0001_foggy.jpg,098_frontal,0.6134,0
Edina_Batar_0001_lowlight.jpg,108_frontal,0.8628,0
Edina_Batar_0001_noisy.jpg,091_frontal,0.7064,0
Edina_Batar_0001_rainy.jpg,Candice_Bergen,0.7486,0
Edina_Batar_0001_resized.jpg,Edina_Batar,0.9796,1
Edina_Batar_0001_sunny.jpg,108_frontal,0.5518,0
Elaine_Chao_0001_blurred.jpg,Elaine_Chao,0.9525,1
Elaine_Chao_0001_foggy.jpg,Elaine_Chao,0.9252,1
Elaine_Chao_0001_lowlight.jpg,Elaine_Chao,0.7872,1
Elaine_Chao_0001_noisy.jpg,Elaine_Chao,0.8423,1
Elaine_Chao_0001_rainy.jpg,Elaine_Chao,0.8432,1
Elaine_Chao_0001_resized.jpg,Elaine_Chao,0.9964,1
Elaine_Chao_0001_sunny.jpg,049_frontal,0.7737,0
Elizabeth_Hill_0001_blurred.jpg,Elizabeth_Hill,0.8887,1
Elizabeth_Hill_0001_foggy.jpg,Elizabeth_Hill,0.8408,1
Elizabeth_Hill_0001_lowlight.jpg,037_frontal,0.5633,0
Elizabeth_Hill_0001_noisy.jpg,Elizabeth_Hill,0.7745,1
Elizabeth_Hill_0001_rainy.jpg,Elizabeth_Hill,0.7311,1
Elizabeth_Hill_0001_resized.jpg,Elizabeth_Hill,0.9928,1
Elizabeth_Hill_0001_sunny.jpg,049_frontal,0.5572,0
Elizabeth_Taylor_0001_blurred.jpg,Elizabeth_Taylor,0.8679,1
Elizabeth_Taylor_0001_foggy.jpg,Elizabeth_Taylor,0.8651,1
Elizabeth_Taylor_0001_lowlight.jpg,Elizabeth_Taylor,0.5919,0
Elizabeth_Taylor_0001_noisy.jpg,Elizabeth_Taylor,0.8592,1
Elizabeth_Taylor_0001_rainy.jpg,Elizabeth_Taylor,0.7924,1
Elizabeth_Taylor_0001_resized.jpg,Elizabeth_Taylor,0.9914,1
Elizabeth_Taylor_0001_sunny.jpg,079_frontal,0.7419,0
Elizabeth_Taylor_0002_blurred.jpg,Laurie_Hobbs,0.5841,0
Elizabeth_Taylor_0002_foggy.jpg,Laurie_Hobbs,0.5218,0
Elizabeth_Taylor_0002_lowlight.jpg,050_frontal,0.6014,0
Elizabeth_Taylor_0002_noisy.jpg,Elizabeth_Taylor,0.5122,0
Elizabeth_Taylor_0002_rainy.jpg,Candice_Bergen,0.6207,0
Elizabeth_Taylor_0002_resized.jpg,Laurie_Hobbs,0.5736,0
Elizabeth_Taylor_0002_sunny.jpg,049_frontal,0.7358,0
Eliza_Manningham-Buller_0001_blurred.jpg,Eliza_Manningham-Buller,0.8737,1
Eliza_Manningham-Buller_0001_foggy.jpg,Eliza_Manningham-Buller,0.8784,1
Eliza_Manningham-Buller_0001_lowlight.jpg,Eliza_Manningham-Buller,0.7321,1
Eliza_Manningham-Buller_0001_noisy.jpg,Eliza_Manningham-Buller,0.7283,1
Eliza_Manningham-Buller_0001_rainy.jpg,Eliza_Manningham-Buller,0.7191,1
Eliza_Manningham-Buller_0001_resized.jpg,Eliza_Manningham-Buller,0.9954,1
